farmer_id,name,phone,village,district,lat,lon,language_pref
54,Dnyaneshwar Khairnar,9689615826,Niphad,Pune,18.3518,73.9338,mr
55,Vijay Mhaske,9752384460,Chandur,Nashik,20.1754,74.3325,mr
56,Mohan Nikam,9434164413,Kalmeshwar,Pune,18.5156,73.7813,mr
57,Kailas Gholap,9908830187,Yeola,Akola,20.7734,76.9873,hi
58,Dnyaneshwar Khairnar,9524152988,Shikrapur,Aurangabad,20.0338,74.8948,mr
59,Mohan Kadam,9843575437,Patur,Akola,20.7891,77.0819,hi
60,Ramesh Bagul,9523473670,Tempale,Latur,18.2866,76.7071,mr
61,Sachin Nikam,9948813387,Kamptee,Ahmednagar,19.0388,74.8856,mr
62,Shekhar Aher,9834546523,Kavathe,Satara,17.825,73.9769,mr
63,Gorakh Sable,9444540790,Indapur,Nashik,20.276,74.2808,mr
64,Pandurang Mhaske,9982466909,Biloli,Nagpur,21.2448,79.0174,hi
65,Ramkrishna Jadhav,9558231228,Dindori,Sangli,16.9708,74.4375,mr
66,Nanasaheb Jadhav,9217552104,Chopda,Nanded,19.2802,77.3808,mr
67,Balasaheb More,9412234804,Nilanga,Satara,17.6629,74.1533,mr
68,Shekhar Pawar,9366478095,Patur,Nashik,20.1681,74.2063,mr
69,Sanjay Kadam,9920846953,Badnapur,Solapur,17.7768,76.0373,mr
70,Mohan Sable,9463724792,Ozar,Dhule,20.8917,74.6913,mr
71,Sachin Dhage,9314635745,Sakri,Akola,20.63,76.9497,hi
72,Pandurang Gaikwad,9816696961,Deglur,Pune,18.4575,73.8852,mr
73,Hiralal Sable,9365377644,Kurkumbh,Akola,20.6631,77.1204,hi
74,Rameshwar Jadhav,9921539199,Wadgaon,Nashik,20.261,74.4653,mr
75,Sunil Bagul,9157194697,Miraj,Ahmednagar,18.9509,74.6816,mr
76,Rohit Pawar,9620471768,Hatkanangale,Nanded,19.0505,77.3316,mr
77,Somnath Gaikwad,9505098522,Karad,Amravati,20.9423,77.8325,hi
78,Sopan Deore,9505717337,Nanaj,Sangli,16.7966,74.6223,mr
79,Hiralal Sonawane,9830733505,Chandwad,Kolhapur,16.556,74.2347,mr
80,Manisha Sonawane,9454537524,Wadgaon,Kolhapur,16.6293,74.2949,mr
81,Pandurang Khade,9991975204,Nanaj,Jalgaon,21.035,75.54,hi
82,Sachin Pawar,9835146856,Kavathe,Aurangabad,19.8395,74.6247,mr
83,Vilas Bhalerao,9295332928,Kalwan,Nashik,20.2578,74.2948,mr
84,Somnath Nikam,9786451152,Nilanga,Ahmednagar,19.1947,74.7985,mr
85,Shobha Kale,9160354866,Erandol,Solapur,17.558,75.9025,mr
86,Shyam Bhoir,9935648439,Niphad,Pune,18.4308,74.0152,mr
87,Vijay Sable,9553339961,Sakri,Nanded,19.0561,77.4592,mr
88,Balasaheb Bagul,9965897307,Shikrapur,Nashik,20.1499,74.3663,mr
89,Vijay Patil,9106595076,Nanaj,Satara,17.7464,73.9706,mr
90,Rangnath Rathod,9757167099,Wadgaon,Sangli,16.9509,74.5106,mr
91,Mangesh Deshmukh,9538447673,Miraj,Nashik,20.2787,74.3845,mr
92,Ashok Bagul,9246854385,Dindori,Nanded,19.1859,77.3269,mr
93,Devendra Sonawane,9369281959,Supa,Pune,18.3917,73.8104,mr
94,Dattatray Khairnar,9615823666,Sakri,Solapur,17.7719,75.8423,mr
95,Prakash Shinde,9714070241,Vathar,Nagpur,21.0659,79.0499,hi
96,Shekhar Deshmukh,9119277565,Partur,Jalgaon,20.9921,75.6589,hi
97,Dnyaneshwar Wable,9780325864,Chandur,Nanded,18.9948,77.3405,mr
98,Omprakash Wankhede,9915772322,Ashta,Pune,18.3843,73.9377,mr
99,Eknath Wable,9556146756,Dindori,Ahmednagar,19.195,74.7453,mr
100,Bhaskar Shinde,9782727997,Ozar,Aurangabad,19.9691,74.8235,mr
101,Nanasaheb Khairnar,9293791460,Karad,Nashik,20.2,74.2593,mr
102,Kailas Shinde,9138315702,Kavathe,Akola,20.6191,76.9361,hi
103,Machhindra Kshirsagar,9670991458,Tempale,Satara,17.5718,74.1211,mr
104,Ashok Nikam,9971781255,Sinnar,Kolhapur,16.6382,74.0964,mr
105,Nanasaheb Deshmukh,9467183015,Tempale,Ahmednagar,19.0283,74.7074,mr
106,Shyam Wagh,9590808442,Ausa,Sangli,16.9374,74.5913,mr
107,Dipak Patil,9609011736,Kavathe,Amravati,20.9295,77.7304,hi
108,Vilas Wagh,9353525148,Kalmeshwar,Pune,18.479,73.7774,mr
109,Vandana Kshirsagar,9798822757,Biloli,Amravati,20.9418,77.6437,hi
110,Kailas Wankhede,9687523301,Hatkanangale,Pune,18.5103,73.853,mr
111,Pandurang Mhaske,9574585096,Kavathe,Dhule,21.047,74.7395,mr
112,Shekhar Gaikwad,9265041816,Nanaj,Nagpur,21.1929,79.1537,hi
113,Rangnath Sonawane,9779626984,Niphad,Nanded,19.2182,77.4388,mr
114,Sachin Bhosale,9309588807,Karad,Nagpur,21.2323,79.173,hi
115,Devendra Bagul,9164431462,Partur,Solapur,17.6169,76.0236,mr
116,Dnyaneshwar Dhage,9701759190,Dindori,Jalgaon,20.8707,75.624,hi
117,Sanjay Bhoir,9345368260,Chandur,Nagpur,21.1887,79.1564,hi
118,Gorakh Chaudhari,9842352174,Rahuri,Nashik,20.1639,74.2695,mr
119,Dipak Chaudhari,9308870117,Chandwad,Kolhapur,16.8147,74.0969,mr
120,Vijay Kale,9969267480,Kamptee,Ahmednagar,19.0299,74.6447,mr
121,Sopan Kadam,9213050158,Kurkumbh,Nagpur,21.2454,79.2207,hi
122,Gorakh Chavan,9941178028,Wadgaon,Pune,18.6306,73.7603,mr
123,Mohan Pawar,9832221126,Chandwad,Aurangabad,19.9677,74.8816,mr
124,Rekha Jadhav,9629297094,Dindori,Nashik,20.0217,74.2489,mr
125,Rangnath Ingle,9748671655,Nilanga,Dhule,20.7639,74.7576,mr
126,Dnyaneshwar Deshmukh,9187283889,Chandwad,Jalna,19.8783,75.8363,mr
127,Kailas Wable,9129962147,Kagal,Nagpur,21.1558,79.1539,hi
128,Dipak Pawar,9729513453,Deglur,Pune,18.4551,74.0111,mr
129,Hiralal Rathod,9137609508,Pimpalgaon,Aurangabad,19.8643,74.8623,mr
130,Somnath Khairnar,9128019937,Chopda,Amravati,21.0795,77.6606,hi
131,Balasaheb Patil,9756011561,Baramati,Sangli,16.99,74.5587,mr
132,Vijay Dhage,9232526398,Patur,Nagpur,21.0912,79.0697,hi
133,Dipak Deshmukh,9588150608,Badnapur,Aurangabad,19.9199,74.7254,mr
134,Rohit Bhalerao,9894211088,Kamptee,Dhule,20.8599,74.8181,mr
135,Dattatray Rathod,9489479484,Ashta,Amravati,20.9126,77.8106,hi
136,Somnath Kadam,9862955298,Nanaj,Pune,18.4749,73.7884,mr
137,Devendra Jadhav,9885281087,Hatkanangale,Akola,20.6629,77.0867,hi
138,Manisha Rathod,9891345448,Yeola,Jalna,19.7131,75.9808,mr
139,Mohan Deshmukh,9395859125,Biloli,Nashik,20.2166,74.1988,mr
140,Manisha Shinde,9757765480,Nanaj,Solapur,17.7495,75.7748,mr
141,Manisha Shinde,9634044982,Rahuri,Nagpur,21.1739,79.0169,hi
142,Rangnath Dhage,9109284876,Patur,Nashik,20.2507,74.4427,mr
143,Rameshwar Bhosale,9279704702,Nanaj,Kolhapur,16.7863,74.1612,mr
144,Rangnath Patil,9834426265,Chandur,Kolhapur,16.8049,74.1776,mr
145,Shyam Thorat,9881817964,Rahuri,Solapur,17.8005,76.0496,mr
146,Kailas Sable,9543337945,Miraj,Akola,20.6097,76.9538,hi
147,Madhukar Gaikwad,9661002795,Patur,Kolhapur,16.7246,74.1819,mr
148,Shobha Sonawane,9773653078,Kalwan,Sangli,16.9476,74.5287,mr
149,Shyam Sonawane,9794550388,Kagal,Aurangabad,19.9682,74.6404,mr
150,Vijay Deore,9205193404,Nilanga,Akola,20.8133,77.0117,hi
151,Manisha Ingle,9132717555,Miraj,Latur,18.5523,76.5043,mr
152,Vilas Wankhede,9129932493,Kamptee,Ahmednagar,19.1843,74.7777,mr
153,Shobha More,9908510970,Hatkanangale,Sangli,16.8969,74.7142,mr
154,Pandurang Salunkhe,9574277275,Deglur,Nagpur,21.2543,79.1237,hi
155,Sunita Wable,9482317533,Dindori,Sangli,16.9808,74.7069,mr
156,Ashok Sable,9922696166,Nanaj,Dhule,20.7655,74.7932,mr
157,Dnyaneshwar Deshmukh,9459054272,Deglur,Aurangabad,20.0468,74.7115,mr
158,Pandurang Wankhede,9428800087,Yeola,Pune,18.5228,73.8272,mr
159,Vilas Patil,9846347155,Hatkanangale,Nashik,19.9987,74.4031,mr
160,Sopan Gaikwad,9404357296,Chopda,Satara,17.6553,74.0855,mr
161,Nanasaheb Kadam,9954265325,Niphad,Aurangabad,20.0607,74.7015,mr
162,Pandurang More,9910674125,Partur,Kolhapur,16.6687,74.3604,mr
163,Shyam Rathod,9982333342,Sinnar,Akola,20.6836,77.1378,hi
164,Ashok Meshram,9395963084,Ozar,Pune,18.491,74.0085,mr
165,Nitin Tiwari,9887204736,Yeola,Jalna,19.7016,75.8703,mr
166,Ramkrishna Chaudhari,9303495524,Ashta,Solapur,17.6365,75.8362,mr
167,Tukaram Wable,9229792978,Shikrapur,Aurangabad,20.0559,74.6573,mr
168,Nanasaheb Pawar,9220274471,Supa,Aurangabad,20.0242,74.8238,mr
169,Bhaskar Deore,9188505339,Karad,Pune,18.5317,73.8186,mr
170,Tukaram Chavan,9840059491,Baramati,Jalgaon,20.9827,75.4402,hi
171,Pandurang Wagh,9720950326,Kavathe,Nashik,20.1325,74.2631,mr
172,Vilas Tiwari,9673108885,Wadgaon,Akola,20.6192,77.1086,hi
173,Omprakash Wagh,9470078803,Nilanga,Solapur,17.644,75.9059,mr
174,Hiralal Aher,9770990276,Baramati,Pune,18.3976,73.9504,mr
175,Nanasaheb Bagul,9880371294,Partur,Nashik,20.0549,74.3204,mr
176,Sunil Meshram,9905125318,Sinnar,Jalgaon,20.9515,75.6366,hi
177,Vilas Bhalerao,9659409635,Indapur,Nanded,18.9988,77.3127,mr
178,Madhukar Khairnar,9125493101,Sinnar,Pune,18.5751,73.7603,mr
179,Ganesh Wankhede,9702776965,Wadgaon,Solapur,17.6892,76.039,mr
180,Sachin Khairnar,9950272974,Miraj,Jalgaon,20.8864,75.5788,hi
181,Rohit Dhage,9667650887,Barshitakli,Aurangabad,20.0345,74.8234,mr
182,Gorakh Chavan,9191444373,Patur,Nashik,20.0071,74.4586,mr
183,Shankar Sable,9653492858,Miraj,Nashik,20.0216,74.3795,mr
184,Shobha More,9922163516,Kurkumbh,Ahmednagar,19.1509,74.646,mr
185,Dattatray Wable,9896274537,Deglur,Pune,18.4893,73.8272,mr
186,Prakash Nikam,9761954751,Vathar,Nashik,20.1179,74.393,mr
187,Bhaskar Rathod,9954632231,Supa,Aurangabad,19.8925,74.8042,mr
188,Pandurang Wagh,9684836918,Niphad,Nagpur,21.1247,78.9592,hi
189,Ganesh Tiwari,9416221930,Partur,Nagpur,21.285,79.228,hi
190,Rekha More,9199355102,Badnapur,Ahmednagar,19.1495,74.6381,mr
191,Manisha Bhalerao,9577253866,Wadgaon,Pune,18.6069,73.7435,mr
192,Kailas Khairnar,9631355639,Shrirampur,Solapur,17.8091,76.0035,mr
193,Kailas Bhoir,9234151348,Rahuri,Ahmednagar,19.0426,74.813,mr
194,Nanasaheb Khairnar,9528316816,Dindori,Latur,18.4424,76.4285,mr
195,Ramkrishna Gholap,9577479809,Kamptee,Ahmednagar,18.9521,74.6786,mr
196,Vandana Wankhede,9349299082,Ausa,Aurangabad,19.9446,74.8423,mr
197,Manisha Gholap,9892341248,Tempale,Nanded,19.0292,77.2917,mr
198,Nitin Chavan,9890621256,Vathar,Nagpur,21.0747,79.1064,hi
199,Shankar Bhoir,9201705069,Pimpalgaon,Amravati,20.8765,77.6622,hi
200,Sunil Deshmukh,9821812099,Tempale,Nashik,20.1592,74.434,mr
201,Nanasaheb Kale,9728507906,Indapur,Nashik,20.1412,74.1935,mr
202,Ganesh Khairnar,9556668944,Patur,Latur,18.2613,76.5243,mr
203,Nitin Thorat,9166449028,Rahuri,Nashik,20.1807,74.3563,mr
204,Gorakh Khade,9152441337,Niphad,Pune,18.4368,73.9465,mr
205,Rameshwar Tiwari,9446039709,Pargaon,Jalgaon,21.1048,75.4535,hi
206,Somnath Khade,9583596791,Kamptee,Jalgaon,21.0332,75.5783,hi
207,Rekha Mhaske,9929890545,Nilanga,Amravati,21.0625,77.6362,hi
208,Dipak Mhaske,9279436743,Kalwan,Sangli,16.9242,74.4715,mr
209,Bhaskar Bhosale,9341949478,Erandol,Nagpur,21.0234,79.2137,hi
210,Shyam Deore,9787305593,Deglur,Nanded,19.0689,77.2858,mr
211,Pandurang Shinde,9215444604,Chopda,Satara,17.7642,73.8941,mr
212,Mangesh Sharma,9178707708,Chandwad,Solapur,17.704,75.8361,mr
213,Sunita Kale,9246749011,Kamptee,Solapur,17.572,75.8665,mr
214,Mohan Aher,9110522147,Wadgaon,Dhule,20.8306,74.8987,mr
215,Balasaheb Wankhede,9530311802,Dindori,Nagpur,21.2887,79.0481,hi
216,Rangnath Shinde,9839910692,Karad,Aurangabad,19.8671,74.742,mr
217,Madhukar Patil,9920159936,Ashta,Nagpur,21.1246,78.9937,hi
218,Vijay Wable,9280585060,Pargaon,Pune,18.3794,73.7792,mr
219,Ramkrishna Bhalerao,9925820872,Baramati,Nashik,20.1216,74.2717,mr
220,Somnath Ingle,9400922291,Biloli,Pune,18.4521,73.8912,mr
221,Rangnath Bhalerao,9735736570,Pargaon,Nashik,20.2358,74.3303,mr
222,Sopan Pawar,9961864582,Miraj,Pune,18.3676,73.7788,mr
223,Sopan Gholap,9639392405,Yeola,Solapur,17.5153,75.9597,mr
224,Sanjay Sharma,9818137220,Partur,Solapur,17.7215,75.8232,mr
225,Vijay Pawar,9100090196,Partur,Sangli,16.8316,74.6301,mr
226,Devendra Bagul,9369170895,Chopda,Latur,18.4819,76.5828,mr
227,Sunil Sonawane,9656538113,Kalwan,Sangli,16.7182,74.4639,mr
228,Rohit Jadhav,9828688252,Ozar,Aurangabad,19.861,74.8654,mr
229,Balasaheb Khairnar,9142561302,Chandur,Solapur,17.7307,75.8595,mr
230,Nanasaheb Wankhede,9186520679,Kalwan,Ahmednagar,19.0026,74.7743,mr
231,Rameshwar Ingle,9166705602,Supa,Nashik,20.1277,74.3054,mr
232,Kailas Deshmukh,9418718954,Baramati,Kolhapur,16.7518,74.2541,mr
233,Ganesh Kale,9751417430,Karad,Jalna,19.755,75.939,mr
234,Hiralal Wankhede,9144649632,Pargaon,Jalgaon,21.0588,75.6626,hi
235,Nanasaheb Nikam,9976217144,Ashta,Jalgaon,21.0782,75.6227,hi
236,Ramkrishna Aher,9590639621,Supa,Amravati,20.8431,77.6885,hi
237,Prakash Shinde,9657586837,Patur,Latur,18.498,76.4119,mr
238,Devendra Chavan,9403421049,Partur,Satara,17.5752,73.9307,mr
239,Rameshwar Ingle,9261082632,Badnapur,Nashik,20.0359,74.201,mr
240,Mangesh Bhoir,9747044424,Pargaon,Solapur,17.5845,75.883,mr
241,Mangesh Shinde,9284428725,Shrirampur,Solapur,17.7074,76.0478,mr
242,Nitin Khairnar,9179297928,Barshitakli,Satara,17.7733,73.962,mr
243,Shankar Deore,9484915168,Sakri,Pune,18.5493,73.794,mr
244,Ramesh Rathod,9747795304,Supa,Nagpur,21.0331,79.0941,hi
245,Dipak Chaudhari,9552361158,Miraj,Pune,18.4853,73.9268,mr
246,Bhaskar Chavan,9935188202,Supa,Sangli,16.9942,74.4769,mr
247,Eknath Rathod,9735372439,Niphad,Pune,18.378,73.9996,mr
248,Ganesh Deshmukh,9266543420,Pimpalgaon,Pune,18.3694,74.0015,mr
249,Mohan Bagul,9606598215,Miraj,Nagpur,21.2667,79.0829,hi
250,Manisha Sable,9738962271,Chandwad,Jalgaon,20.8807,75.6149,hi
251,Vijay Meshram,9355790549,Ausa,Jalna,19.99,75.8042,mr
252,Eknath Rathod,9518806856,Patur,Pune,18.4204,73.7495,mr
253,Sopan Salunkhe,9237200833,Sakri,Dhule,20.9556,74.7612,mr
254,Rangnath Pawar,9881289935,Pimpalgaon,Nashik,20.0383,74.1793,mr
255,Vandana Bagul,9202098780,Kavathe,Pune,18.6084,73.7743,mr
256,Eknath Gaikwad,9777361522,Pargaon,Akola,20.7393,77.1085,hi
257,Machhindra Chavan,9134671314,Sakri,Latur,18.5293,76.6492,mr
258,Rekha Khairnar,9240728023,Supa,Nagpur,21.0412,79.0805,hi
259,Ashok Ingle,9163761028,Biloli,Satara,17.6187,74.1297,mr
260,Shankar Deore,9355088772,Hatkanangale,Dhule,20.8913,74.9038,mr
261,Tukaram Salunkhe,9560922684,Tempale,Nashik,20.1477,74.179,mr
262,Eknath Khairnar,9424728557,Biloli,Nashik,20.0979,74.309,mr
263,Sunita Nikam,9744987546,Niphad,Solapur,17.5141,75.8431,mr
264,Sunil Bhosale,9347084995,Biloli,Pune,18.3437,73.8936,mr
265,Dattatray Gaikwad,9220492294,Deglur,Akola,20.6723,77.0792,hi
266,Sopan Khairnar,9800838358,Patur,Satara,17.5583,73.9791,mr
267,Balasaheb More,9518005525,Chandwad,Pune,18.3883,73.8193,mr
268,Ramesh Deore,9269542485,Vathar,Latur,18.3966,76.6457,mr
269,Dipak Gaikwad,9854909318,Rahuri,Ahmednagar,18.951,74.8242,mr
270,Sanjay Tiwari,9204502080,Ashta,Amravati,21.0428,77.63,hi
271,Rekha Bagul,9868296832,Badnapur,Nashik,20.0159,74.4477,mr
272,Ashok Aher,9167823417,Indapur,Nashik,20.1136,74.2423,mr
273,Ashok Bhosale,9853188758,Sinnar,Nashik,20.0502,74.3987,mr
274,Ramesh Bhoir,9738412239,Miraj,Solapur,17.6922,75.9599,mr
275,Hiralal Bagul,9930008571,Kalwan,Sangli,16.7346,74.4579,mr
276,Rekha Rathod,9223376246,Rahuri,Satara,17.7866,73.9528,mr
277,Ashok Nikam,9315748212,Indapur,Jalna,19.8638,75.9838,mr
278,Rekha Pawar,9166286033,Miraj,Amravati,20.8096,77.6379,hi
279,Shekhar Sonawane,9297119215,Karad,Nashik,20.0696,74.4656,mr
280,Dattatray Chaudhari,9229209609,Nanaj,Nashik,20.2317,74.2851,mr
281,Sunita Gaikwad,9561798998,Erandol,Dhule,20.8687,74.6776,mr
282,Somnath Kshirsagar,9463781496,Yeola,Latur,18.2709,76.458,mr
283,Sanjay Khairnar,9316552328,Sinnar,Pune,18.4462,73.9714,mr
284,Dattatray Aher,9472807099,Patur,Pune,18.3937,73.8916,mr
285,Machhindra Aher,9408559344,Shikrapur,Nagpur,21.0121,78.9658,hi
286,Rekha Kale,9878676142,Tempale,Satara,17.7953,74.1698,mr
287,Machhindra Sharma,9267326941,Tempale,Jalgaon,21.1525,75.5114,hi
288,Vilas Gholap,9565540565,Miraj,Nashik,20.1903,74.3103,mr
289,Gorakh Wankhede,9390552055,Deglur,Nashik,20.192,74.2769,mr
290,Mohan Wable,9812048974,Ozar,Akola,20.5793,77.1117,hi
291,Mangesh Bhosale,9354456014,Kurkumbh,Pune,18.6181,73.7371,mr
292,Sopan Dhage,9252498703,Kurkumbh,Dhule,20.7955,74.8626,mr
293,Ramkrishna Dhage,9949726885,Chandur,Kolhapur,16.6915,74.256,mr
294,Gorakh Bhosale,9213317311,Rahuri,Jalgaon,21.0641,75.6279,hi
295,Shekhar Wankhede,9216008333,Nilanga,Ahmednagar,19.0538,74.7993,mr
296,Sunita Sable,9490852852,Niphad,Nashik,20.1813,74.3278,mr
297,Devendra Chaudhari,9281059177,Indapur,Nashik,20.2523,74.2901,mr
298,Shekhar Bhoir,9522570990,Supa,Pune,18.3712,73.8667,mr
299,Sunil Bhalerao,9689909367,Barshitakli,Jalna,19.8874,76.0179,mr
300,Shankar Bhalerao,9189944107,Rahuri,Nanded,19.1725,77.2248,mr
301,Rekha Shinde,9809412271,Miraj,Akola,20.7309,77.0197,hi
302,Shobha Khade,9181862573,Shrirampur,Latur,18.4068,76.4213,mr
303,Rangnath Tiwari,9882728641,Vathar,Satara,17.7869,74.1223,mr
304,Shankar Wagh,9488137678,Shrirampur,Latur,18.4932,76.5767,mr
305,Mangesh Sharma,9741418147,Badnapur,Dhule,20.907,74.6409,mr
306,Madhukar Jadhav,9471316981,Kurkumbh,Nanded,19.1536,77.3296,mr
307,Sunil Kale,9623280491,Ausa,Pune,18.5812,73.821,mr
308,Shekhar Chaudhari,9326268647,Erandol,Jalna,19.8621,75.9898,mr
309,Bhaskar Khade,9968303533,Dindori,Jalgaon,20.8886,75.6455,hi
310,Shobha Kale,9957229431,Tempale,Jalna,19.766,75.8151,mr
311,Sopan Tiwari,9432370501,Ashta,Pune,18.4898,73.7639,mr
312,Ganesh Thorat,9187967608,Biloli,Dhule,20.7852,74.6877,mr
313,Rohit Sharma,9979826856,Hatkanangale,Solapur,17.6577,75.9051,mr
314,Rameshwar Bhalerao,9112675337,Sakri,Kolhapur,16.7861,74.2459,mr
315,Rekha Khairnar,9813041154,Indapur,Sangli,16.8998,74.5037,mr
316,Kailas Sonawane,9414819563,Wadgaon,Amravati,20.7911,77.8522,hi
317,Sopan Chaudhari,9347395902,Ashta,Nashik,20.0798,74.2035,mr
318,Shekhar Gholap,9893129045,Chandur,Dhule,21.0114,74.9033,mr
319,Dnyaneshwar Khade,9880135646,Wadgaon,Nashik,20.1026,74.416,mr
320,Eknath Shinde,9417723808,Indapur,Dhule,20.9816,74.6968,mr
321,Pandurang Wankhede,9720407557,Patur,Nashik,20.0792,74.2681,mr
322,Rohit Bagul,9915072693,Ashta,Nashik,20.251,74.2587,mr
323,Vijay Thorat,9250774953,Karad,Akola,20.7273,76.9631,hi
324,Sunil Pawar,9537946458,Yeola,Sangli,16.8141,74.6921,mr
325,Somnath Patil,9423831749,Niphad,Ahmednagar,19.0712,74.6552,mr
326,Ganesh Gholap,9105742984,Sakri,Satara,17.7481,74.0052,mr
327,Rangnath Deshmukh,9505674691,Hatkanangale,Pune,18.5724,73.9953,mr
328,Eknath Gholap,9159889725,Dindori,Dhule,20.8592,74.7672,mr
329,Sanjay Bhoir,9928406103,Chandur,Kolhapur,16.7278,74.2865,mr
330,Sachin Bagul,9429001798,Shrirampur,Latur,18.3257,76.5138,mr
331,Mangesh Chavan,9402656465,Baramati,Jalgaon,21.0113,75.6362,hi
332,Mohan Wable,9660884185,Nilanga,Ahmednagar,19.0256,74.8603,mr
333,Vijay Sonawane,9342598588,Sakri,Kolhapur,16.6559,74.3248,mr
334,Devendra Bhoir,9688741220,Pargaon,Sangli,16.7239,74.6787,mr
335,Ramesh Jadhav,9187528878,Ashta,Amravati,21.058,77.8999,hi
336,Ganesh Thorat,9414056911,Tempale,Solapur,17.7841,75.8339,mr
337,Manisha More,9765851423,Chandwad,Solapur,17.5123,75.8586,mr
338,Ashok Mhaske,9659135806,Partur,Nashik,20.2121,74.2214,mr
339,Sachin Sharma,9761818600,Deglur,Nashik,20.0244,74.2803,mr
340,Mohan Deore,9910528245,Dindori,Dhule,20.7675,74.6693,mr
341,Devendra Sable,9417290433,Ashta,Pune,18.6236,73.836,mr
342,Manisha Bagul,9267854979,Nanaj,Nagpur,21.0153,79.2315,hi
